source_build,target_build,opcode,direction,seen,n,ok_exact,under_read,over_read,threw,consumed_p50,consumed_p90,home_n,home_over_read,home_p50,over_sigs,home_over_sigs,ks_vs_home,script_sha,env_sha,quality,state,reason,invariants,rule_version,sampling
2502,2538,0x007D,IN,1,1,1,0,0,0,100,100,32,0,99,-,-,0.844,7ececc142c4d,e531069fb1f2,USEFUL,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2503,2538,0x007D,IN,1,1,1,0,0,0,100,100,22,0,99,-,-,0.727,6450ea0f3f8d,e531069fb1f2,USEFUL,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2546,2538,0x007D,IN,1,1,1,0,0,0,100,100,314,0,100,-,-,0.032,6450ea0f3f8d,750b3e3c91cc,USEFUL,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2549,2538,0x007D,IN,1,1,1,0,0,0,100,100,17,0,99,-,-,0.529,6450ea0f3f8d,750b3e3c91cc,USEFUL,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2550,2538,0x007D,IN,1,1,1,0,0,0,100,100,4,0,83,-,-,0.500,6450ea0f3f8d,750b3e3c91cc,USEFUL,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2527,2538,0x0089,IN,1,1,1,0,0,0,100,100,1,0,100,-,-,0.000,9dff2c8fb11a,020efa056679,USEFUL,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2511,2538,0x008A,IN,4,4,0,4,0,0,0,0,81,0,0,-,-,0.358,33aea46e46d7,e531069fb1f2,STUB,insufficient,n=4 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2524,2538,0x008A,IN,4,4,3,0,1,0,100,100,108,8,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Amount:Int32]:1,PastEnd: Read<Boolean>: wanted # byte(s) at offset #; only # of # remain @  [Flag:Boolean]:7|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Level:Int32]:1,0.111,8439debbbee7,e531069fb1f2,USEFUL,reject,over_read=1; NEW failure mode vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00A7,IN,1,1,0,1,0,0,6,6,719,0,100,-,-,0.967,536bf94f54e3,d7b7fc65329f,STUB,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00A9,IN,1,1,0,1,0,0,41,41,700,0,100,-,-,1.000,3d36293aadba,d7b7fc65329f,STUB,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00B2,IN,1,1,0,1,0,0,2,2,1478,0,100,-,-,1.000,665abb2e8941,d7b7fc65329f,STUB,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00B3,IN,1,1,0,1,0,0,0,0,-,-,-,-,-,-,0b9aef83fc1d,d7b7fc65329f,STUB,insufficient,no home evidence (source has no sniffs),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2502,2538,0x00B3,IN,1,1,0,1,0,0,0,0,31,0,0,-,-,0.000,4a52a984df88,e531069fb1f2,STUB,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00B6,IN,3,3,0,2,1,0,14,24,-,-,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [unknown:Int32]:1,-,-,7016c4d7d30d,d7b7fc65329f,STUB,reject,over_read=1; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00B7,IN,1,1,0,1,0,0,29,29,-,-,-,-,-,-,a49ff8a03f96,d7b7fc65329f,STUB,insufficient,no home evidence (source has no sniffs),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00B9,IN,1,1,0,0,1,0,100,100,685,0,100,PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [function:Byte]:1,-,0.000,af7dfdc796fb,d7b7fc65329f,USEFUL,reject,over_read=1; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00BD,IN,1,1,0,0,1,0,20,20,-,-,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [PartyId:Int64]:1,-,-,a740f9318bf5,d7b7fc65329f,STUB,reject,over_read=1; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00CA,IN,1,1,0,1,0,0,20,20,3,3,88,-,NegativeLength: ReadBytes: negative length -# at offset #/# @  [BoundToName:Field]:3,1.000,8f7bbf4e1c09,d7b7fc65329f,STUB,reject,home decoder over-reads (3/3),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00CB,IN,1,1,0,1,0,0,5,5,-,-,-,-,-,-,8c1de6ef5e54,d7b7fc65329f,STUB,insufficient,no home evidence (source has no sniffs),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00CC,IN,2,2,0,2,0,0,2,50,1305,37,100,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [size:Int16]:37,1.000,18991db1ec98,d7b7fc65329f,STUB,reject,home decoder over-reads (37/1305),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00EB,IN,1,1,0,0,1,0,100,100,37,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [FocusObjectId:Int32]:1,-,0.000,28cfa5d72ac1,d7b7fc65329f,USEFUL,reject,over_read=1; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00F3,IN,1,1,0,1,0,0,50,50,1021,446,100,-,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [size:Int16]:446,1.000,920ada86cc84,d7b7fc65329f,PARTIAL,reject,home decoder over-reads (446/1021),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00F4,IN,1,1,0,1,0,0,1,1,238,0,100,-,-,1.000,d2472cd369a3,d7b7fc65329f,STUB,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x00F6,IN,11,11,0,9,2,0,0,100,872,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Index+#:Int32]:2,-,0.818,32a1dff1fed8,d7b7fc65329f,STUB,reject,over_read=2; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2520,2538,0x00F6,IN,11,11,11,0,0,0,100,100,17,0,100,-,-,0.000,caaf62606961,e531069fb1f2,USEFUL,insufficient,n=11 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x010A,IN,2,2,0,2,0,0,6,20,-,-,-,-,-,-,e695255df940,d7b7fc65329f,STUB,insufficient,no home evidence (source has no sniffs),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x011B,IN,1,1,0,1,0,0,2,2,1500,0,100,-,-,1.000,84e8c9a1f3c0,d7b7fc65329f,STUB,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x0125,IN,1,1,0,0,1,0,100,100,479,0,100,PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [function:Byte]:1,-,0.000,b02b47f4a629,d7b7fc65329f,USEFUL,reject,over_read=1; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2538,0x0128,IN,2,2,0,2,0,0,6,14,718,0,100,-,-,1.000,4116b15730d7,d7b7fc65329f,STUB,insufficient,n=2 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0001,IN,233,233,233,0,0,0,100,100,746,0,100,-,-,0.032,7f8c78029510,d7b7fc65329f,USEFUL,insufficient,n=233 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0001,OUT,233,233,233,0,0,0,100,100,746,0,100,-,-,0.000,c024851cf5a7,d7b7fc65329f,USEFUL,insufficient,n=233 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0003,OUT,1,1,0,1,0,0,100,100,14,14,5,-,NegativeLength: ReadBytes: negative length -# at offset #/# @  [username:Field]:8|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [username:Field]:4|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [locale:Field]:2,1.000,3d3c87d1fc67,d7b7fc65329f,USEFUL,reject,home decoder over-reads (14/14),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0004,IN,230,230,230,0,0,0,100,100,711,0,100,-,-,0.000,8ceb5dea67ee,d7b7fc65329f,USEFUL,insufficient,n=230 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0004,OUT,232,232,232,0,0,0,100,100,720,0,100,-,-,0.000,6f95cf27934c,d7b7fc65329f,USEFUL,insufficient,n=232 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0005,IN,664,664,664,0,0,0,100,100,1500,0,100,-,-,0.000,904ae535cf82,d7b7fc65329f,USEFUL,accept,,pass,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0006,IN,5542,1500,1500,0,0,0,100,100,1500,0,100,-,-,0.000,1259343bcd4e,d7b7fc65329f,USEFUL,accept,,insufficient-fields,3.1.0-quarantine,reservoir;n=1500;seed=1
2486,2546,0x0006,IN,5542,1500,1500,0,0,0,100,100,1131,0,100,-,-,0.000,2f67488080ad,e531069fb1f2,USEFUL,accept,,insufficient-fields,3.1.0-quarantine,reservoir;n=1500;seed=1
2486,2546,0x0006,OUT,1250,1250,1250,0,0,0,100,100,1130,0,100,-,-,0.000,2f67488080ad,e531069fb1f2,USEFUL,accept,,insufficient-fields,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0009,IN,3,3,3,0,0,0,100,100,35,0,100,-,-,0.000,fb4c28958104,d7b7fc65329f,USEFUL,insufficient,n=3 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0009,OUT,1,1,1,0,0,0,100,100,56,0,100,-,-,0.071,e447374332aa,d7b7fc65329f,USEFUL,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2525,2546,0x0009,OUT,1,1,1,0,0,0,100,100,1,0,100,-,-,0.000,e447374332aa,e531069fb1f2,USEFUL,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x000A,IN,1,1,1,0,0,0,100,100,8,0,100,-,-,0.000,24c7753b8f3d,d7b7fc65329f,USEFUL,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x000B,IN,2,2,0,0,2,0,2,2,28,0,100,PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Server Name:Field]:2,-,1.000,c790c8470c75,d7b7fc65329f,STUB,reject,over_read=2; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2507,2546,0x000B,IN,2,2,0,2,0,0,76,76,1,0,76,-,-,0.000,68680f9e6dd6,e531069fb1f2,PARTIAL,insufficient,n=2 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x000B,OUT,6825,1500,1500,0,0,0,100,100,1500,0,100,-,-,0.000,0bfa8a381791,d7b7fc65329f,USEFUL,accept,,insufficient-fields,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x000C,IN,19,19,6,0,13,0,100,100,208,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:13,-,0.000,f0091abaa206,d7b7fc65329f,USEFUL,reject,over_read=13; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2507,2546,0x000C,IN,19,19,8,0,11,0,100,100,4,2,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [IntegerValue:Int32]:7|NegativeLength: ReadBytes: negative length -# at offset #/# @  [BoundToName:Field]:2|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [StatType:Int16]:2,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [IntegerValue:Int32]:1|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Slot Type:Field]:1,0.145,d9c10b8487c2,e531069fb1f2,USEFUL,reject,over_read=11; NEW failure mode vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2525,2546,0x000C,IN,19,19,8,0,11,0,100,100,3,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [IntegerValue:Int32]:7|NegativeLength: ReadBytes: negative length -# at offset #/# @  [BoundToName:Field]:2|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [StatType:Int16]:2,-,0.105,d9c10b8487c2,e531069fb1f2,USEFUL,reject,over_read=11; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x000C,OUT,238,238,238,0,0,0,100,100,814,0,100,-,-,0.000,03af1cb1cb9c,d7b7fc65329f,USEFUL,insufficient,n=238 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x000D,IN,232,232,232,0,0,0,100,100,720,0,100,-,-,0.000,b3dc9594248c,d7b7fc65329f,USEFUL,insufficient,n=232 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x000E,IN,1,1,1,0,0,0,100,100,17,0,100,-,-,0.000,aa3b7054d65f,d7b7fc65329f,USEFUL,insufficient,n=1 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0010,IN,199,199,199,0,0,0,100,100,489,0,100,-,-,0.000,aa9463bb9345,d7b7fc65329f,USEFUL,insufficient,n=199 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0011,IN,52950,1500,766,734,0,0,100,100,1500,0,100,-,-,0.004,ea7aa50be9ac,d7b7fc65329f,USEFUL,accept,,suspect,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0012,OUT,89256,1500,0,1,1499,0,95,100,1500,0,100,PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Z:Single]:385|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [X:Single]:345|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Int32]:231|NegativeLength: ReadBytes: negative length -# at offset #/# @  [UnknownStr:Field]:154|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UnknownStr:Field]:130|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [AnimationString?:Field]:129|NegativeLength: ReadBytes: negative length -# at offset #/# @  [AnimationString?:Field]:71|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [ServerTick:Int32]:23|PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Byte]:22|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [size:Int16]:7|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Y:Single]:2,-,0.647,00eac5549f4f,d7b7fc65329f,USEFUL,reject,over_read=1499; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0013,IN,271,271,271,0,0,0,100,100,812,0,100,-,-,0.000,ec8c9b43cd49,d7b7fc65329f,USEFUL,insufficient,n=271 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0013,OUT,2,2,2,0,0,0,100,100,26,0,100,-,-,0.000,54d6960e211f,d7b7fc65329f,USEFUL,insufficient,n=2 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0014,IN,680,680,680,0,0,0,100,100,1500,0,100,-,-,0.000,707e661c62cd,d7b7fc65329f,USEFUL,accept,,insufficient-fields,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0015,IN,230,230,0,0,230,0,100,100,699,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [MapId:Int32]:222|NegativeLength: ReadBytes: negative length -# at offset #/# @  [String:Field]:7|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [String:Field]:1,-,0.165,3bbd77e4fb7a,d7b7fc65329f,USEFUL,reject,over_read=230; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2507,2546,0x0015,IN,230,230,230,0,0,0,100,100,64,0,100,-,-,0.000,afce9e0e791b,e531069fb1f2,USEFUL,insufficient,n=230 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0016,IN,314,314,314,0,0,0,100,100,1185,0,100,-,-,0.000,bd0753bb66c6,d7b7fc65329f,USEFUL,accept,,pass,3.1.0-quarantine,reservoir;n=1500;seed=1
2549,2546,0x0016,IN,314,314,314,0,0,0,100,100,17,0,100,-,-,0.000,bd0753bb66c6,750b3e3c91cc,USEFUL,accept,,insufficient-fields,3.1.0-quarantine,reservoir;n=1500;seed=1
2550,2546,0x0016,IN,314,314,314,0,0,0,100,100,4,0,100,-,-,0.000,bd0753bb66c6,750b3e3c91cc,USEFUL,accept,,insufficient-fields,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0017,IN,588,588,0,0,588,0,100,100,1230,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:513|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UUID:Field]:22|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UGC Url:Field]:11|NegativeLength: ReadBytes: negative length -# at offset #/# @  [UUID:Field]:10|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [StatType:#:Int32]:6|NegativeLength: ReadBytes: negative length -# at offset #/# @  [CharacterName:Field]:5|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player_#C#:Int64]:4|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Buffer:Field]:4|NegativeLength: ReadBytes: negative length -# at offset #/# @  [Profile Url:Field]:3|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Profile Url:Field]:3|NegativeLength: ReadBytes: negative length -# at offset #/# @  [Buffer:Field]:2|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [CharacterName:Field]:2|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [ItemName:Field]:2|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @ Skills [Level:Int32]:1,-,0.109,773c805d2d0c,d7b7fc65329f,USEFUL,reject,over_read=588; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2500,2546,0x0017,IN,588,588,0,588,0,0,0,0,1,0,0,-,-,0.000,5f2e5359199a,e531069fb1f2,STUB,accept,,insufficient-fields,3.1.0-quarantine,reservoir;n=1500;seed=1
2503,2546,0x0017,IN,588,588,0,221,367,0,100,100,36,0,16,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [id:Int32]:130|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [level:Int32]:118|PastEnd: Read<Boolean>: wanted # byte(s) at offset #; only # of # remain @  [leaned:Boolean]:50|PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [:Byte]:35|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [:Int16]:34,-,0.730,e6752d96b9a6,e531069fb1f2,USEFUL,reject,over_read=367; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2528,2546,0x0017,IN,588,588,0,0,588,0,100,100,2,2,11,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:513|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Buffer:Field]:41|NegativeLength: ReadBytes: negative length -# at offset #/# @  [Buffer:Field]:17|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UGC Url:Field]:8|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player_#C#:Int64]:4|NegativeLength: ReadBytes: negative length -# at offset #/# @  [Profile Url:Field]:2|NegativeLength: ReadBytes: negative length -# at offset #/# @  [UUID:Field]:1|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [ItemName:Field]:1|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UUID:Field]:1,NegativeLength: ReadBytes: negative length -# at offset #/# @  [UUID:Field]:2,0.995,a3115547491e,c7184ede6835,USEFUL,reject,over_read=588; NEW failure mode vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
2550,2546,0x0017,IN,588,588,0,0,588,0,100,100,4,4,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:513|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UUID:Field]:22|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UGC Url:Field]:11|NegativeLength: ReadBytes: negative length -# at offset #/# @  [UUID:Field]:10|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [StatType:#:Int32]:6|NegativeLength: ReadBytes: negative length -# at offset #/# @  [CharacterName:Field]:5|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player_#C#:Int64]:4|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Buffer:Field]:4|NegativeLength: ReadBytes: negative length -# at offset #/# @  [Profile Url:Field]:3|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [Profile Url:Field]:3|NegativeLength: ReadBytes: negative length -# at offset #/# @  [Buffer:Field]:2|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [CharacterName:Field]:2|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [ItemName:Field]:2|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @ Skills [Level:Int32]:1,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Player+#B#:Int64]:4,0.109,a3115547491e,750b3e3c91cc,USEFUL,reject,over_read=588; NEW failure mode vs home,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0018,IN,173,173,173,0,0,0,100,100,18,0,100,-,-,0.000,1026c3540aad,d7b7fc65329f,USEFUL,insufficient,n=173 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0018,OUT,14,14,12,2,0,0,100,100,53,0,100,-,-,0.008,9a91c05cdde2,d7b7fc65329f,USEFUL,insufficient,n=14 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x0019,IN,475,475,475,0,0,0,100,100,1414,0,100,-,-,0.000,81ad6936565e,d7b7fc65329f,USEFUL,accept,,suspect,3.1.0-quarantine,reservoir;n=1500;seed=1
2500,2546,0x0019,IN,475,475,475,0,0,0,100,100,2,0,100,-,-,0.000,2eb6d169688e,e531069fb1f2,USEFUL,accept,,insufficient-fields,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x001A,IN,493,493,263,8,222,0,100,100,1500,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [arg:Int32]:222,-,0.016,30430a5d3899,d7b7fc65329f,USEFUL,reject,over_read=222; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x001B,IN,18,18,0,0,0,18,39,59,37,0,27,-,-,0.533,6e3a6f517d34,d7b7fc65329f,STUB,insufficient,n=18 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x001C,IN,168598,1500,16,6,1478,0,100,100,1500,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [CoordS / #:Int16]:543|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Y:Single]:292|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [size:Int16]:171|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [UnknownStr:Field]:135|PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Byte]:77|NegativeLength: ReadBytes: negative length -# at offset #/# @  [AnimationString?:Field]:74|NegativeLength: ReadBytes: negative length -# at offset #/# @  [UnknownStr:Field]:66|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [Z:Single]:57|PastEnd: ReadBytes: wanted # byte(s) at offset #; only # of # remain @  [AnimationString?:Field]:28|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [Unknown:Int32]:26|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [X:Single]:9,-,0.183,0357b5c4fd5f,d7b7fc65329f,USEFUL,reject,over_read=1478; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
2507,2546,0x001C,IN,168598,1500,1021,402,77,0,100,100,1500,154,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [speed x:Int16]:71|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [unk#:Int16]:6,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [speed x:Int16]:147|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [unk#:Int16]:7,0.253,c7b0101dd29c,e531069fb1f2,USEFUL,reject,over_read=77; same defect as home (signatures matched),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x001D,IN,447,447,447,0,0,0,100,100,1500,0,100,-,-,0.000,73b8429f6c4a,d7b7fc65329f,USEFUL,accept,,suspect,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x001D,OUT,23,23,23,0,0,0,100,100,919,0,100,-,-,0.000,0e4f237b0289,d7b7fc65329f,USEFUL,insufficient,n=23 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x001E,IN,126,126,0,0,126,0,100,100,72,0,100,PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [EnchantCharges:Int32]:85|PastEnd: Read<Single>: wanted # byte(s) at offset #; only # of # remain @  [FloatValue:Single]:26|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [LimitBreakStatOptionCount:Int32]:6|PastEnd: Read<Byte>: wanted # byte(s) at offset #; only # of # remain @  [EnchantStatCount:Byte]:4|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [TransferFlag:Int32]:3|PastEnd: Read<Int#>: wanted # byte(s) at offset #; only # of # remain @  [StatType:Int16]:2,-,0.294,3bbddaf0bb87,d7b7fc65329f,USEFUL,reject,over_read=126; NEW failure mode vs home (no home signature data),-,3.1.0-quarantine,reservoir;n=1500;seed=1
12,2546,0x001E,OUT,3,3,3,0,0,0,100,100,1,0,100,-,-,0.000,e87ac12b38b0,d7b7fc65329f,USEFUL,insufficient,n=3 < floor 300,-,3.1.0-quarantine,reservoir;n=1500;seed=1
